index,id,title,overview,release_date,popularity,vote_average,vote_count
11728,929204,Wallace & Gromit: Vengeance Most Fowl,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",2024-12-18,11.8229,7.455,685
11729,436969,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",2021-07-28,25.4452,7.455,9742
11730,11349,Cape Fear,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",1962-04-12,6.5923,7.5,646
11731,9428,The Royal Tenenbaums,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",2001-10-05,7.8303,7.455,5118
11732,319373,Sweet Bean,"The master of a dorayaki pastry store hires a 76-year-old woman whose talents attract customers from all over. But she's hiding a troubling secret. Life's joys are found in the little details, and no matter what may be weighing you down, everyone loves a good pastry.",2015-05-30,3.3315,7.454,613
11733,260513,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",2018-06-14,20.5415,7.454,13822
11734,18917,Alice,"A quiet young English girl named Alice finds herself in an alternate version of her own reality after chasing a white rabbit. She becomes surrounded by living inanimate objects and stuffed dead animals, and must find a way out of this nightmare - no matter how twisted or odd that way must be.",1988-08-03,2.9155,7.454,362
11735,10857,When the Wind Blows,"With the help of government-issued pamphlets, an elderly British couple build a shelter and prepare for an impending nuclear attack, unaware that times and the nature of war have changed from their romantic memories of World War II.",1986-10-24,3.166,7.454,339
11736,9454,EverAfter,"Danielle, a vibrant young woman, was forced into servitude after the death of her father when she was a young girl. Danielle's stepmother, Rodmilla, is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry.",1998-07-31,7.008,7.454,1600
11737,1677,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",2004-10-29,5.9936,7.454,2260
11738,431937,Mr & Mme Adelman,"How did Sarah and Victor get along for more than 45 years? Who was this enigmatic woman living in the shadow of her husband? Love, ambition, betrayals and secrets feed the story of this extraordinary couple, as they experience both the large and small moments of the last century's history.",2017-03-08,1.9973,7.453,465
11739,276624,I Am a Hero,"A man witnesses a fatal traffic accident on his way home from work, and the victim is clearly killed on impact. A moment later, when the corpse stands up and walks away, it could be a hallucination or something far more extraordinary.",2016-04-23,4.1144,7.453,516
11740,28874,Summer Wars,"Teenage math whiz Kenji Koiso agrees to take a summer job at the Nagano hometown of his crush, Natsuki. When he arrives, he finds that her family have reunited to celebrate the 90th birthday of their matriarch. His job: pretend to be Natsuki's fiancé. Meanwhile, his attempt to solve a mathematical equation causes a parallel world's collision with Earth.",2009-08-01,6.2404,7.453,1053
11741,8333,The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers while the authorities question about the method of their escape.",1974-10-02,3.8957,7.453,637
11742,5558,The Phantom of Liberty,"This Surrealist film, with a title referencing the Communist Manifesto, strings together short incidents based on the life of director Luis Buñuel. Presented as chance encounters, these loosely related, intersecting situations, all without a consistent protagonist, reach from the 19th century to the 1970s. Touching briefly on subjects such as execution, pedophilia, incest, and sex, the film features an array of characters, including a sick father and incompetent police officers.",1974-09-10,2.3334,7.5,332
11743,828,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951-09-18,5.6998,7.452,1266
11744,736073,"Batman: The Long Halloween, Part One","Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent.",2021-06-21,4.4443,7.452,718
11745,614934,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",2022-06-22,8.6039,7.452,3951
11746,499631,Fabrizio De André: Principe libero,A biopic on the personal and artistic life of Italian songwriter Fabrizio De André.,2018-01-23,0.7931,7.452,357
11747,129670,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",2013-09-21,4.058,7.452,1942
11748,109689,I Want You,"After two years away, Hache returns to Barcelona seeking a fresh start. Falling for Gin while facing unresolved feelings for Babi, he must confront love, loss, and who he's becoming.",2012-06-22,6.8503,7.452,1974
11749,984,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",1971-12-23,9.0989,7.5,2791
11750,431580,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",2019-09-19,8.2596,7.451,2204
11751,353081,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",2018-07-25,14.6808,7.5,9255
11752,11202,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",1970-01-25,5.1791,7.451,1232
11753,10747,The Outlaw Josey Wales,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",1976-06-30,5.9993,7.451,1315
11754,1228710,The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",2026-05-20,96.5143,7.5,1151
11755,487670,The Death of Superman,"When a hulking monster arrives on Earth and begins a mindless rampage, the Justice League is quickly called in to stop it. But it soon becomes apparent that only Superman can stand against the monstrosity.",2019-01-13,3.8238,7.45,634
